locality_pid,gnaf_locality_pid,date_created,date_retired,locality_name,postcode,locality_class
VIC1,250190485,27/4/12,,ABBEYARD,3737,GAZETTED LOCALITY
VIC2,250184191,27/4/12,,ABBOTSFORD,3067,GAZETTED LOCALITY
VIC3,250184192,27/4/12,,ABERFELDIE,3040,GAZETTED LOCALITY
VIC4,250176933,27/4/12,,ABERFELDY,3825,GAZETTED LOCALITY
VIC5,250184193,27/4/12,,ACHERON,3714,GAZETTED LOCALITY
VIC6,,3/8/18,,ADA,,GAZETTED LOCALITY
VIC7,250176935,27/4/12,,ADAMS ESTATE,3984,GAZETTED LOCALITY
VIC8,250176936,27/4/12,,ADDINGTON,3352,GAZETTED LOCALITY
VIC9,250184194,27/4/12,,ADELAIDE LEAD,3465,GAZETTED LOCALITY
VIC10,250184195,27/4/12,,AGNES,3962,GAZETTED LOCALITY
VIC3010,500223546,9/8/17,,AINTREE,3336,GAZETTED LOCALITY
VIC11,,3/8/18,,AIRE VALLEY,,GAZETTED LOCALITY
VIC12,250184196,31/10/13,,AIREYS INLET,3231,GAZETTED LOCALITY
VIC13,250176940,9/11/15,,AIRLY,3851,GAZETTED LOCALITY
VIC14,250184197,27/4/12,,AIRPORT WEST,3042,GAZETTED LOCALITY
VIC15,,3/8/18,,ALBACUTYA,,GAZETTED LOCALITY
VIC16,250184198,27/4/12,,ALBANVALE,3021,GAZETTED LOCALITY
VIC17,250184199,3/2/18,,ALBERT PARK,3206,GAZETTED LOCALITY
VIC18,250184200,29/10/12,,ALBERTON,3971,GAZETTED LOCALITY
VIC19,250184201,2/5/17,,ALBERTON WEST,3971,GAZETTED LOCALITY
VIC20,250184202,27/4/12,,ALBION,3020,GAZETTED LOCALITY
VIC21,250184203,12/5/18,,ALEXANDRA,3714,GAZETTED LOCALITY
VIC22,250184204,2/2/17,,ALFREDTON,3350,GAZETTED LOCALITY
VIC23,250176949,5/8/13,,ALLAMBEE,3823,GAZETTED LOCALITY
VIC24,250184205,6/2/15,,ALLAMBEE RESERVE,3871,GAZETTED LOCALITY
VIC25,250184206,27/4/12,,ALLAMBEE SOUTH,3871,GAZETTED LOCALITY
VIC26,250190486,27/4/12,,ALLANS FLAT,3691,GAZETTED LOCALITY
VIC27,250184207,27/4/12,,ALLANSFORD,3277,GAZETTED LOCALITY
VIC28,250184208,27/4/12,,ALLENDALE,3364,GAZETTED LOCALITY
VIC29,250184209,2/5/17,,ALLESTREE,3305,GAZETTED LOCALITY
VIC30,250184210,27/4/12,,ALMA,3465,GAZETTED LOCALITY
VIC31,250176956,27/4/12,,ALMONDS,3727,GAZETTED LOCALITY
VIC32,250184211,27/4/12,,ALMURTA,3979,GAZETTED LOCALITY
VIC33,250184212,27/4/12,,ALPHINGTON,3078,GAZETTED LOCALITY
VIC34,250184213,27/4/12,,ALTONA,3018,GAZETTED LOCALITY
VIC35,250184214,27/4/12,,ALTONA MEADOWS,3028,GAZETTED LOCALITY
VIC36,250184215,27/4/12,,ALTONA NORTH,3025,GAZETTED LOCALITY
VIC37,250184216,2/2/17,,ALVIE,3249,GAZETTED LOCALITY
VIC38,250184217,27/4/12,,AMHERST,3371,GAZETTED LOCALITY
VIC39,250176964,12/5/18,,AMOR,3825,GAZETTED LOCALITY
VIC40,250184218,27/4/12,,AMPHITHEATRE,3468,GAZETTED LOCALITY
VIC41,250184219,2/8/14,,ANAKIE,3213,GAZETTED LOCALITY
VIC42,250184220,27/4/12,,ANCONA,3715,GAZETTED LOCALITY
VIC43,250184221,27/4/12,,ANDERSON,3995,GAZETTED LOCALITY
VIC44,250176969,27/4/12,,ANGLERS REST,3898,GAZETTED LOCALITY
VIC45,250184222,27/4/12,,ANGLESEA,3230,GAZETTED LOCALITY
VIC46,250184223,27/4/12,,ANNUELLO,3549,GAZETTED LOCALITY
VIC47,250184224,1/11/17,,ANTWERP,3414,GAZETTED LOCALITY
VIC48,250184225,31/10/13,,APOLLO BAY,3233,GAZETTED LOCALITY
VIC49,250176974,27/4/12,,APPIN,3579,GAZETTED LOCALITY
VIC50,250184226,27/4/12,,APPIN SOUTH,3579,GAZETTED LOCALITY
VIC51,250184227,27/4/12,,APSLEY,3319,GAZETTED LOCALITY
VIC52,250190861,27/4/12,,ARAPILES,3409,GAZETTED LOCALITY
VIC53,250184228,27/4/12,,ARARAT,3377,GAZETTED LOCALITY
VIC54,250184229,3/2/18,,ARAWATA,3951,GAZETTED LOCALITY
VIC55,250176979,27/4/12,,ARBUCKLE,,GAZETTED LOCALITY
VIC56,250184230,27/4/12,,ARCADIA,3631,GAZETTED LOCALITY
VIC57,250176981,27/4/12,,ARCADIA SOUTH,3631,GAZETTED LOCALITY
VIC58,250184231,27/4/12,,ARCHDALE,3475,GAZETTED LOCALITY
VIC59,250184232,1/11/17,,ARCHDALE JUNCTION,3475,GAZETTED LOCALITY
VIC60,250184233,31/10/13,,ARCHERTON,3723,GAZETTED LOCALITY
VIC61,250184234,27/4/12,,ARCHIES CREEK,3995,GAZETTED LOCALITY
VIC62,250184235,27/4/12,,ARDEER,3022,GAZETTED LOCALITY
VIC63,250184236,27/4/12,,ARDMONA,3629,GAZETTED LOCALITY
VIC64,250176988,27/4/12,,AREEGRA,3480,GAZETTED LOCALITY
VIC65,250184237,27/4/12,,ARGYLE,3523,GAZETTED LOCALITY
VIC66,250184238,3/2/18,,ARMADALE,3143,GAZETTED LOCALITY
VIC67,250184239,25/1/16,,ARMSTRONG,3377,GAZETTED LOCALITY
VIC3002,250191122,9/8/17,,ARMSTRONG CREEK,3217,GAZETTED LOCALITY
VIC68,250176992,27/4/12,,ARNOLD,3551,GAZETTED LOCALITY
VIC69,250176993,27/4/12,,ARNOLD WEST,3551,GAZETTED LOCALITY
VIC70,250184240,8/8/16,,ARTHURS CREEK,3099,GAZETTED LOCALITY
VIC71,250184241,27/4/12,,ARTHURS SEAT,3936,GAZETTED LOCALITY
250190827,250190827,3/2/12,,ASCOT,3539,UNOFFICIAL SUBURB
VIC2973,250176996,27/4/12,,ASCOT,3364,GAZETTED LOCALITY
VIC2974,250190946,6/2/15,,ASCOT,3551,GAZETTED LOCALITY
VIC74,250184243,7/11/14,,ASCOT VALE,3032,GAZETTED LOCALITY
VIC75,250184244,9/8/17,,ASHBOURNE,3442,GAZETTED LOCALITY
VIC76,250184245,1/11/17,,ASHBURTON,3147,GAZETTED LOCALITY
VIC77,250184246,27/4/12,,ASHWOOD,3147,GAZETTED LOCALITY
VIC78,250184247,27/4/12,,ASPENDALE,3195,GAZETTED LOCALITY
VIC79,250184248,27/4/12,,ASPENDALE GARDENS,3195,GAZETTED LOCALITY
VIC80,250184249,27/4/12,,ATHLONE,3818,GAZETTED LOCALITY
VIC81,250184250,27/4/12,,ATTWOOD,3049,GAZETTED LOCALITY
VIC82,250177005,27/4/12,,AUBREY,3393,GAZETTED LOCALITY
VIC83,250190487,27/4/12,,AUCHMORE,3570,GAZETTED LOCALITY
VIC84,250184251,2/5/17,,AVALON,3212,GAZETTED LOCALITY
VIC85,250184252,27/4/12,,AVENEL,3664,GAZETTED LOCALITY
VIC86,250184253,27/4/12,,AVOCA,3467,GAZETTED LOCALITY
VIC87,250177009,27/4/12,,AVON PLAINS,3477,GAZETTED LOCALITY
VIC88,250184254,27/4/12,,AVONDALE HEIGHTS,3034,GAZETTED LOCALITY
VIC89,250184255,3/2/18,,AVONMORE,3559,GAZETTED LOCALITY
VIC90,250184256,27/4/12,,AVONSLEIGH,3782,GAZETTED LOCALITY
VIC91,250184257,27/4/12,,AXE CREEK,3551,GAZETTED LOCALITY
VIC92,250184258,2/2/17,,AXEDALE,3551,GAZETTED LOCALITY
VIC93,250184259,27/4/12,,AYRFORD,3268,GAZETTED LOCALITY
VIC94,250184260,5/5/16,,BACCHUS MARSH,3340,GAZETTED LOCALITY
VIC95,250177017,27/4/12,,BADDAGINNIE,3670,GAZETTED LOCALITY
VIC96,250184261,27/4/12,,BADGER CREEK,3777,GAZETTED LOCALITY
VIC97,250177019,27/4/12,,BAEL BAEL,3579,GAZETTED LOCALITY
VIC98,250184262,27/4/12,,BAGSHOT,3551,GAZETTED LOCALITY
VIC99,250184263,27/4/12,,BAGSHOT NORTH,3551,GAZETTED LOCALITY
VIC100,250177022,27/4/12,,BAHGALLAH,3312,GAZETTED LOCALITY
VIC101,250184264,27/4/12,,BAILIESTON,3608,GAZETTED LOCALITY
VIC102,250184265,27/4/12,,BAIRNSDALE,3875,GAZETTED LOCALITY
VIC103,250184266,27/4/12,,BAKERY HILL,3350,GAZETTED LOCALITY
VIC104,250184267,27/4/12,,BALACLAVA,3183,GAZETTED LOCALITY
VIC105,250184268,27/4/12,,BALD HILLS,3364,GAZETTED LOCALITY
VIC106,250184269,2/2/17,,BALINTORE,3249,GAZETTED LOCALITY
VIC107,250184270,3/2/18,,BALLAN,3342,GAZETTED LOCALITY
VIC108,250184271,27/4/12,,BALLANGEICH,3279,GAZETTED LOCALITY
VIC109,250177031,27/4/12,,BALLAPUR,3483,GAZETTED LOCALITY
VIC110,250184272,27/4/12,,BALLARAT CENTRAL,3350,GAZETTED LOCALITY
VIC111,250184273,27/4/12,,BALLARAT EAST,3350,GAZETTED LOCALITY
VIC112,250184274,27/4/12,,BALLARAT NORTH,3350,GAZETTED LOCALITY
VIC113,250184275,27/4/12,,BALLENDELLA,3561,GAZETTED LOCALITY
VIC114,250184276,9/11/15,,BALLIANG,3340,GAZETTED LOCALITY
VIC115,250184277,9/11/15,,BALLIANG EAST,3340,GAZETTED LOCALITY
VIC116,250184278,27/4/12,,BALLYROGAN,3375,GAZETTED LOCALITY
VIC117,250177039,9/11/15,,BALMATTUM,3666,GAZETTED LOCALITY
VIC118,250184279,27/4/12,,BALMORAL,3407,GAZETTED LOCALITY
VIC119,250184280,27/4/12,,BALNARRING,3926,GAZETTED LOCALITY
VIC120,250184281,5/5/16,,BALNARRING BEACH,3926,GAZETTED LOCALITY
VIC121,250184282,27/4/12,,BALOOK,3971,GAZETTED LOCALITY
VIC122,250184283,7/11/14,,BALWYN,3103,GAZETTED LOCALITY
VIC123,250184284,9/11/15,,BALWYN NORTH,3104,GAZETTED LOCALITY
VIC124,250184285,27/4/12,,BAMAWM,3561,GAZETTED LOCALITY
VIC125,250184286,27/4/12,,BAMAWM EXTENSION,3564,GAZETTED LOCALITY
VIC126,250184287,31/10/13,,BAMBRA,3241,GAZETTED LOCALITY
VIC127,250184288,30/4/13,,BAMGANIE,3333,GAZETTED LOCALITY
VIC128,250184289,29/10/12,,BANDIANA,3691,GAZETTED LOCALITY
VIC129,250177051,27/4/12,,BANGERANG,3393,GAZETTED LOCALITY
VIC130,250184290,27/4/12,,BANGHOLME,3175,GAZETTED LOCALITY
VIC2992,250179733,8/11/16,,BANKSIA PENINSULA,3875,GAZETTED LOCALITY
VIC131,250177053,27/4/12,,BANNERTON,3549,GAZETTED LOCALITY
VIC132,250184291,31/10/13,,BANNOCKBURN,3331,GAZETTED LOCALITY
VIC133,250177055,27/4/12,,BANYAN,3485,GAZETTED LOCALITY
VIC134,250177056,27/4/12,,BANYENA,3388,GAZETTED LOCALITY
VIC135,250184292,26/7/12,,BARANDUDA,3691,GAZETTED LOCALITY
VIC136,250184293,3/8/18,,BARFOLD,3444,GAZETTED LOCALITY
VIC137,250184294,27/4/12,,BARINGHUP,3463,GAZETTED LOCALITY
VIC138,250184295,27/4/12,,BARINGHUP WEST,3463,GAZETTED LOCALITY
VIC139,250184296,27/4/12,,BARJARG,3723,GAZETTED LOCALITY
VIC140,250184297,27/4/12,,BARKERS CREEK,3451,GAZETTED LOCALITY
VIC141,250184298,27/4/12,,BARKLY,3384,GAZETTED LOCALITY
VIC142,250184299,27/4/12,,BARKSTEAD,3364,GAZETTED LOCALITY
VIC143,250184300,29/10/12,,BARMAH,3639,GAZETTED LOCALITY
VIC144,250184301,27/4/12,,BARNADOWN,3557,GAZETTED LOCALITY
VIC145,250184302,29/10/12,,BARNAWARTHA,3688,GAZETTED LOCALITY
VIC146,250177068,29/10/12,,BARNAWARTHA NORTH,3691,GAZETTED LOCALITY
VIC147,250184303,27/4/12,,BAROMI,3871,GAZETTED LOCALITY
VIC148,250184304,27/4/12,,BARONGAROOK,3249,GAZETTED LOCALITY
VIC149,250184305,27/4/12,,BARONGAROOK WEST,3249,GAZETTED LOCALITY
VIC150,250184306,29/10/12,,BARRABOOL,3221,GAZETTED LOCALITY
VIC151,250177072,27/4/12,,BARRAKEE,3525,GAZETTED LOCALITY
VIC152,250184307,27/4/12,,BARRAMUNGA,3249,GAZETTED LOCALITY
VIC153,250184308,27/4/12,,BARRAPORT,3537,GAZETTED LOCALITY
VIC154,250177075,27/4/12,,BARRAPORT WEST,3537,GAZETTED LOCALITY
VIC155,250184309,27/4/12,,BARRYS REEF,3458,GAZETTED LOCALITY
VIC156,250184310,27/4/12,,BARUNAH PARK,3329,GAZETTED LOCALITY
VIC157,250177078,27/4/12,,BARUNAH PLAINS,3329,GAZETTED LOCALITY
VIC158,250184311,27/4/12,,BARWIDGEE,3737,GAZETTED LOCALITY
VIC159,250184312,27/4/12,,BARWITE,3722,GAZETTED LOCALITY
VIC160,250184313,9/11/15,,BARWON DOWNS,3243,GAZETTED LOCALITY
VIC161,250184314,23/1/13,,BARWON HEADS,3227,GAZETTED LOCALITY
VIC162,250184315,27/4/12,,BASALT,3460,GAZETTED LOCALITY
VIC163,250184316,27/4/12,,BASS,3991,GAZETTED LOCALITY
VIC164,250184317,31/10/13,,BATESFORD,3213,GAZETTED LOCALITY
VIC165,250177086,26/7/12,,BATHUMI,3730,GAZETTED LOCALITY
VIC166,250177087,27/4/12,,BAW BAW,,GAZETTED LOCALITY
VIC167,250177088,27/4/12,,BAW BAW VILLAGE,3833,GAZETTED LOCALITY
VIC168,250184318,27/4/12,,BAXTER,3911,GAZETTED LOCALITY
VIC169,250177090,27/4/12,,BAYINDEEN,3375,GAZETTED LOCALITY
VIC170,250184319,27/4/12,,BAYLES,3981,GAZETTED LOCALITY
VIC171,250184320,3/2/18,,BAYNTON,3444,GAZETTED LOCALITY
VIC172,250184321,30/4/13,,BAYNTON EAST,3444,GAZETTED LOCALITY
VIC173,250184322,25/1/16,,BAYSWATER,3153,GAZETTED LOCALITY
VIC174,250184323,25/1/16,,BAYSWATER NORTH,3153,GAZETTED LOCALITY
VIC175,250184324,8/8/16,,BEACONSFIELD,3807,GAZETTED LOCALITY
VIC176,250184325,27/4/12,,BEACONSFIELD UPPER,3808,GAZETTED LOCALITY
VIC177,250184326,27/4/12,,BEALIBA,3475,GAZETTED LOCALITY
VIC178,250184327,8/8/16,,BEARII,3641,GAZETTED LOCALITY
VIC179,250184328,27/4/12,,BEARS LAGOON,3517,GAZETTED LOCALITY
VIC180,250177101,27/4/12,,BEAUCHAMP,3579,GAZETTED LOCALITY
VIC181,250184329,27/4/12,,BEAUFORT,3373,GAZETTED LOCALITY
VIC182,250184330,9/8/17,,BEAUMARIS,3193,GAZETTED LOCALITY
VIC183,250177104,27/4/12,,BEAZLEYS BRIDGE,3477,GAZETTED LOCALITY
VIC184,250184331,2/2/17,,BEEAC,3251,GAZETTED LOCALITY
VIC185,250184332,31/10/13,,BEECH FOREST,3237,GAZETTED LOCALITY
VIC186,250184333,27/4/12,,BEECHWORTH,3747,GAZETTED LOCALITY
VIC187,250180047,27/4/12,,BEENAK,3139,GAZETTED LOCALITY
VIC188,250184334,27/4/12,,BELGRAVE,3160,GAZETTED LOCALITY
VIC189,250184335,27/4/12,,BELGRAVE HEIGHTS,3160,GAZETTED LOCALITY
VIC190,250184336,27/4/12,,BELGRAVE SOUTH,3160,GAZETTED LOCALITY
VIC191,250184337,27/4/12,,BELL PARK,3215,GAZETTED LOCALITY
VIC192,250184338,27/4/12,,BELL POST HILL,3215,GAZETTED LOCALITY
VIC193,250184339,27/4/12,,BELLARINE,3223,GAZETTED LOCALITY
VIC194,250177114,27/4/12,,BELLBIRD CREEK,3889,GAZETTED LOCALITY
VIC195,250184340,8/11/16,,BELLBRAE,3228,GAZETTED LOCALITY
VIC196,250184341,2/5/17,,BELLBRIDGE,3691,GAZETTED LOCALITY
VIC197,250177117,27/4/12,,BELLELLEN,3381,GAZETTED LOCALITY
VIC2961,250177118,12/5/18,,BELLFIELD,3381,GAZETTED LOCALITY
VIC2967,250184342,31/1/14,,BELLFIELD,3081,GAZETTED LOCALITY
VIC200,250184343,27/4/12,,BELLS BEACH,3228,GAZETTED LOCALITY
VIC201,250184344,29/10/12,,BELMONT,3216,GAZETTED LOCALITY
VIC202,250184345,27/4/12,,BEMM RIVER,3889,GAZETTED LOCALITY
VIC203,250184346,2/2/17,,BENA,3946,GAZETTED LOCALITY
VIC204,250184347,27/4/12,,BENALLA,3672,GAZETTED LOCALITY
VIC205,250184348,27/4/12,,BENAMBRA,3900,GAZETTED LOCALITY
VIC206,250184349,27/4/12,,BENAYEO,3319,GAZETTED LOCALITY
VIC207,250184350,27/4/12,,BEND OF ISLANDS,3097,GAZETTED LOCALITY
VIC208,250184351,27/4/12,,BENDIGO,3550,GAZETTED LOCALITY
VIC209,250184352,27/4/12,,BENDOC,3888,GAZETTED LOCALITY
VIC210,250184353,27/4/12,,BENGWORDEN,3875,GAZETTED LOCALITY
VIC211,250177131,8/8/16,,BENJEROOP,3579,GAZETTED LOCALITY
VIC212,250184354,27/4/12,,BENLOCH,3435,GAZETTED LOCALITY
VIC213,250184355,27/4/12,,BENNISON,3960,GAZETTED LOCALITY
VIC214,250184356,1/11/17,,BENTLEIGH,3204,GAZETTED LOCALITY
VIC215,250184357,1/11/17,,BENTLEIGH EAST,3165,GAZETTED LOCALITY
VIC216,250184358,1/11/17,,BENWERRIN,3235,GAZETTED LOCALITY
VIC217,250184359,12/5/18,,BEREMBOKE,3342,GAZETTED LOCALITY
VIC218,250184360,27/4/12,,BERRIMAL,3518,GAZETTED LOCALITY
VIC219,250184361,27/4/12,,BERRINGA,3351,GAZETTED LOCALITY
VIC220,250184362,27/4/12,,BERRINGAMA,3691,GAZETTED LOCALITY
VIC221,250184363,27/4/12,,BERRIWILLOCK,3531,GAZETTED LOCALITY
VIC222,250184364,27/4/12,,BERRYBANK,3323,GAZETTED LOCALITY
VIC223,250184365,3/2/18,,BERRYS CREEK,3953,GAZETTED LOCALITY
VIC224,250184366,8/8/16,,BERWICK,3806,GAZETTED LOCALITY
VIC225,250184367,27/4/12,,BESSIEBELLE,3304,GAZETTED LOCALITY
VIC226,250184368,27/4/12,,BET BET,3472,GAZETTED LOCALITY
VIC227,250177148,2/8/14,,BETE BOLONG,3888,GAZETTED LOCALITY
VIC228,250177149,27/4/12,,BETE BOLONG NORTH,3888,GAZETTED LOCALITY
VIC229,250184369,2/5/17,,BETHANGA,3691,GAZETTED LOCALITY
VIC230,250184370,27/4/12,,BETLEY,3472,GAZETTED LOCALITY
VIC231,250184371,27/4/12,,BEULAH,3395,GAZETTED LOCALITY
VIC232,250184372,29/10/12,,BEVERFORD,3590,GAZETTED LOCALITY
VIC233,250184373,2/5/17,,BEVERIDGE,3753,GAZETTED LOCALITY
VIC234,250177155,27/4/12,,BIG DESERT,3490,GAZETTED LOCALITY
250190828,250190828,3/2/12,,BIG HILL,3221,UNOFFICIAL SUBURB
250190829,250190829,3/2/12,,BIG HILL,3551,UNOFFICIAL SUBURB
VIC2960,250191005,27/4/12,,BIG HILL,3555,GAZETTED LOCALITY
VIC2966,250190947,27/4/12,,BIG HILL,3231,GAZETTED LOCALITY
VIC237,250184374,27/4/12,,BIG PATS CREEK,3799,GAZETTED LOCALITY
VIC238,250177157,27/4/12,,BIGGARA,3707,GAZETTED LOCALITY
VIC239,250177158,27/4/12,,BILLABONG,,GAZETTED LOCALITY
VIC240,250177159,27/4/12,,BIMBOURIE,3533,GAZETTED LOCALITY
VIC241,250177160,27/4/12,,BINDI,3896,GAZETTED LOCALITY
VIC242,250184375,27/4/12,,BINGINWARRI,3966,GAZETTED LOCALITY
VIC243,250177162,27/4/12,,BINGO MUNJIE,3898,GAZETTED LOCALITY
VIC244,250184376,27/4/12,,BIRCHIP,3483,GAZETTED LOCALITY
VIC245,250177164,27/4/12,,BIRCHIP WEST,3483,GAZETTED LOCALITY
VIC246,250177165,27/4/12,,BIRDWOODTON,3505,GAZETTED LOCALITY
VIC247,250184377,3/8/18,,BIRREGURRA,3242,GAZETTED LOCALITY
VIC248,250184378,27/4/12,,BITTERN,3918,GAZETTED LOCALITY
VIC249,250184379,27/4/12,,BLACK HILL,3350,GAZETTED LOCALITY
VIC250,250177169,8/11/16,,BLACK RANGE,3381,GAZETTED LOCALITY
VIC251,250184380,27/4/12,,BLACK ROCK,3193,GAZETTED LOCALITY
VIC252,250184381,27/4/12,,BLACKBURN,3130,GAZETTED LOCALITY
VIC253,250184382,2/2/17,,BLACKBURN NORTH,3130,GAZETTED LOCALITY
VIC254,250184383,12/5/18,,BLACKBURN SOUTH,3130,GAZETTED LOCALITY
VIC255,250177174,27/4/12,,BLACKHEATH,3401,GAZETTED LOCALITY
VIC256,250184384,1/11/17,,BLACKWARRY,3844,GAZETTED LOCALITY
VIC257,250184385,3/2/18,,BLACKWOOD,3458,GAZETTED LOCALITY
VIC258,250184386,27/4/12,,BLAIRGOWRIE,3942,GAZETTED LOCALITY
VIC259,250184387,27/4/12,,BLAKEVILLE,3342,GAZETTED LOCALITY
VIC260,250184388,27/4/12,,BLAMPIED,3364,GAZETTED LOCALITY
VIC261,250184389,27/4/12,,BLIND BIGHT,3980,GAZETTED LOCALITY
VIC262,250177181,27/4/12,,BLOWHARD,3352,GAZETTED LOCALITY
VIC263,250184390,27/4/12,,BO PEEP,3351,GAZETTED LOCALITY
VIC264,250184391,27/4/12,,BOBINAWARRAH,3678,GAZETTED LOCALITY
VIC265,250184392,3/2/18,,BOCHARA,3301,GAZETTED LOCALITY
VIC266,250177185,27/4/12,,BOGONG,3699,GAZETTED LOCALITY
VIC267,250177186,3/8/18,,BOHO,3669,GAZETTED LOCALITY
VIC268,250177187,3/8/18,,BOHO SOUTH,3669,GAZETTED LOCALITY
VIC269,250177188,27/4/12,,BOIGBEAT,3531,GAZETTED LOCALITY
VIC270,250177189,27/4/12,,BOINKA,3490,GAZETTED LOCALITY
VIC271,250177190,27/4/12,,BOISDALE,3860,GAZETTED LOCALITY
VIC272,250177191,27/4/12,,BOLANGUM,3387,GAZETTED LOCALITY
VIC273,250184393,2/2/17,,BOLINDA,3432,GAZETTED LOCALITY
VIC274,250184394,27/4/12,,BOLTON,3546,GAZETTED LOCALITY
VIC275,250184395,2/5/17,,BOLWARRA,3305,GAZETTED LOCALITY
VIC276,250184396,27/4/12,,BOLWARRAH,3352,GAZETTED LOCALITY
VIC277,250184397,27/4/12,,BONA VISTA,3820,GAZETTED LOCALITY
VIC278,250177197,27/4/12,,BONANG,3888,GAZETTED LOCALITY
VIC279,250184398,27/4/12,,BONBEACH,3196,GAZETTED LOCALITY
VIC280,250177199,5/5/16,,BONEGILLA,3691,GAZETTED LOCALITY
VIC281,250184399,12/5/18,,BONEO,3939,GAZETTED LOCALITY
VIC282,250184400,27/4/12,,BONN,3561,GAZETTED LOCALITY
VIC3011,500223541,3/2/18,,BONNIE BROOK,3335,GAZETTED LOCALITY
VIC283,250184401,12/5/18,,BONNIE DOON,3720,GAZETTED LOCALITY
VIC284,250184402,3/2/18,,BONSHAW,3352,GAZETTED LOCALITY
VIC285,250184403,2/2/17,,BOOKAAR,3260,GAZETTED LOCALITY
VIC286,250191006,27/4/12,,BOOLA,,GAZETTED LOCALITY
VIC287,250184404,27/4/12,,BOOLARONG,3960,GAZETTED LOCALITY
VIC288,250184405,27/4/12,,BOOLARRA,3870,GAZETTED LOCALITY
VIC289,250184406,27/4/12,,BOOLARRA SOUTH,3870,GAZETTED LOCALITY
VIC290,250177207,27/4/12,,BOOLE POOLE,3880,GAZETTED LOCALITY
VIC291,250177208,27/4/12,,BOOLITE,3392,GAZETTED LOCALITY
VIC292,250177209,27/4/12,,BOOMAHNOOMOONAH,3728,GAZETTED LOCALITY
VIC293,250184407,31/10/13,,BOONAH,3235,GAZETTED LOCALITY
VIC294,250184408,5/5/16,,BOORCAN,3265,GAZETTED LOCALITY
VIC295,250184409,27/4/12,,BOORHAMAN,3678,GAZETTED LOCALITY
VIC296,250184410,27/4/12,,BOORHAMAN EAST,3678,GAZETTED LOCALITY
VIC297,250184411,30/4/13,,BOORHAMAN NORTH,3685,GAZETTED LOCALITY
VIC298,250184412,27/4/12,,BOOROLITE,3723,GAZETTED LOCALITY
VIC299,250184413,3/2/18,,BOOROOL,3953,GAZETTED LOCALITY
VIC300,250184414,27/4/12,,BOORT,3537,GAZETTED LOCALITY
VIC301,250177218,5/5/16,,BOOSEY,3730,GAZETTED LOCALITY
VIC302,250184415,27/4/12,,BORALMA,3682,GAZETTED LOCALITY
VIC303,250190396,27/4/12,,BORNES HILL,3379,GAZETTED LOCALITY
VIC304,250184416,27/4/12,,BORONIA,3155,GAZETTED LOCALITY
VIC305,250184417,27/4/12,,BORUNG,3518,GAZETTED LOCALITY
VIC306,250184418,27/4/12,,BOSTOCKS CREEK,3260,GAZETTED LOCALITY
VIC2993,250191033,27/4/12,,BOTANIC RIDGE,3977,GAZETTED LOCALITY
VIC307,250184419,29/10/12,,BOUNDARY BEND,3599,GAZETTED LOCALITY
VIC308,250184420,27/4/12,,BOWENVALE,3465,GAZETTED LOCALITY
VIC309,250184421,27/4/12,,BOWEYA,3675,GAZETTED LOCALITY
VIC310,250177226,27/4/12,,BOWEYA NORTH,3675,GAZETTED LOCALITY
VIC311,250184422,27/4/12,,BOWMANS FOREST,3735,GAZETTED LOCALITY
VIC312,250184423,27/4/12,,BOWSER,3678,GAZETTED LOCALITY
VIC313,250184424,27/4/12,,BOX HILL,3128,GAZETTED LOCALITY
VIC314,250184425,9/11/15,,BOX HILL NORTH,3129,GAZETTED LOCALITY
VIC315,250184426,27/4/12,,BOX HILL SOUTH,3128,GAZETTED LOCALITY
VIC316,250184427,27/4/12,,BOXWOOD,3725,GAZETTED LOCALITY
VIC317,250184428,27/4/12,,BRADFORD,3463,GAZETTED LOCALITY
VIC318,250184429,27/4/12,,BRADVALE,3361,GAZETTED LOCALITY
VIC319,250184430,8/8/16,,BRAESIDE,3195,GAZETTED LOCALITY
VIC320,250184431,3/8/18,,BRANDY CREEK,3821,GAZETTED LOCALITY
VIC321,250184432,27/4/12,,BRANXHOLME,3302,GAZETTED LOCALITY
VIC322,250184433,27/4/12,,BRAVINGTON,3821,GAZETTED LOCALITY
VIC323,250184434,27/4/12,,BRAYBROOK,3019,GAZETTED LOCALITY
VIC324,250177240,27/4/12,,BREAKAWAY CREEK,3303,GAZETTED LOCALITY
VIC325,250184435,27/4/12,,BREAKWATER,3219,GAZETTED LOCALITY
VIC326,250184436,9/11/15,,BREAMLEA,3227,GAZETTED LOCALITY
VIC327,250177243,27/4/12,,BRENANAH,3517,GAZETTED LOCALITY
VIC328,250184437,27/4/12,,BREWSTER,3352,GAZETTED LOCALITY
VIC329,250184438,27/4/12,,BRIAGOLONG,3860,GAZETTED LOCALITY
VIC330,250184439,27/4/12,,BRIAR HILL,3088,GAZETTED LOCALITY
VIC331,250184440,3/2/18,,BRIDGE CREEK,3723,GAZETTED LOCALITY
VIC332,250184441,27/4/12,,BRIDGEWATER,3516,GAZETTED LOCALITY
VIC333,250184442,23/1/13,,BRIDGEWATER NORTH,3516,GAZETTED LOCALITY
VIC334,250184443,27/4/12,,BRIDGEWATER ON LODDON,3516,GAZETTED LOCALITY
VIC335,250184444,27/4/12,,BRIGHT,3741,GAZETTED LOCALITY
VIC336,250184445,27/4/12,,BRIGHTON,3186,GAZETTED LOCALITY
