locality_pid,gnaf_locality_pid,date_created,date_retired,locality_name,postcode,locality_class
VIC2216,250185881,27/4/12,,RUPANYUP,3388,GAZETTED LOCALITY
VIC2217,250185882,8/8/16,,RUSHWORTH,3612,GAZETTED LOCALITY
VIC2218,250185883,31/10/13,,RUSSELLS BRIDGE,3331,GAZETTED LOCALITY
VIC2219,250185884,29/10/12,,RUTHERGLEN,3685,GAZETTED LOCALITY
VIC2220,250191096,8/11/16,,RYANS,3875,GAZETTED LOCALITY
VIC2221,250185885,9/8/17,,RYANSTON,3992,GAZETTED LOCALITY
VIC2222,250185886,9/11/15,,RYE,3941,GAZETTED LOCALITY
VIC2223,250185887,27/4/12,,RYTHDALE,3810,GAZETTED LOCALITY
VIC2224,250185888,27/4/12,,SAFETY BEACH,3936,GAZETTED LOCALITY
VIC2225,250185889,27/4/12,,SAILORS FALLS,3461,GAZETTED LOCALITY
VIC2226,250185890,27/4/12,,SAILORS GULLY,3556,GAZETTED LOCALITY
VIC2227,250185891,27/4/12,,SAILORS HILL,3461,GAZETTED LOCALITY
VIC2230,250185893,3/2/18,,SALE,3850,GAZETTED LOCALITY
VIC2231,250179057,23/1/13,,SALISBURY WEST,3517,GAZETTED LOCALITY
VIC2232,250179058,3/2/18,,SAMARIA,3673,GAZETTED LOCALITY
VIC2233,250185894,1/11/17,,SAN REMO,3925,GAZETTED LOCALITY
VIC2234,250179060,1/11/17,,SANDFORD,3312,GAZETTED LOCALITY
VIC2235,250179061,27/4/12,,SANDHILL LAKE,3579,GAZETTED LOCALITY
VIC2236,250190923,27/4/12,,SANDHURST,3977,GAZETTED LOCALITY
VIC2237,250185895,27/4/12,,SANDON,3462,GAZETTED LOCALITY
VIC2238,250185896,12/5/18,,SANDRINGHAM,3191,GAZETTED LOCALITY
VIC2239,250185897,27/4/12,,SANDY CREEK,3695,GAZETTED LOCALITY
VIC2240,250185898,27/4/12,,SANDY POINT,3959,GAZETTED LOCALITY
VIC2241,,3/8/18,,SARGOOD,,GAZETTED LOCALITY
VIC2242,250185899,25/1/16,,SARSFIELD,3875,GAZETTED LOCALITY
VIC2243,250185900,27/4/12,,SASSAFRAS,3787,GAZETTED LOCALITY
VIC2244,250185901,27/4/12,,SAWMILL SETTLEMENT,3723,GAZETTED LOCALITY
VIC2245,250185902,9/8/17,,SCARSDALE,3351,GAZETTED LOCALITY
VIC2246,250185903,9/8/17,,SCORESBY,3179,GAZETTED LOCALITY
VIC2247,250190273,27/4/12,,SCOTCHMANS LEAD,3352,GAZETTED LOCALITY
VIC2248,250185904,27/4/12,,SCOTSBURN,3352,GAZETTED LOCALITY
VIC2249,250185905,27/4/12,,SCOTTS CREEK,3267,GAZETTED LOCALITY
VIC2250,250185906,9/8/17,,SEA LAKE,3533,GAZETTED LOCALITY
VIC2251,250185907,27/4/12,,SEABROOK,3028,GAZETTED LOCALITY
VIC2252,250185908,27/4/12,,SEACOMBE,3851,GAZETTED LOCALITY
VIC2253,250185909,25/1/16,,SEAFORD,3198,GAZETTED LOCALITY
VIC2254,250185910,27/4/12,,SEAHOLME,3018,GAZETTED LOCALITY
VIC2255,250185911,1/11/17,,SEASPRAY,3851,GAZETTED LOCALITY
VIC2256,250179080,27/4/12,,SEATON,3858,GAZETTED LOCALITY
VIC2257,250185912,27/4/12,,SEAVIEW,3821,GAZETTED LOCALITY
VIC2258,250185913,3/2/18,,SEBASTIAN,3556,GAZETTED LOCALITY
VIC2259,250185914,3/2/18,,SEBASTOPOL,3356,GAZETTED LOCALITY
VIC2260,250185915,2/5/17,,SEDDON,3011,GAZETTED LOCALITY
VIC2261,250185916,8/8/16,,SEDGWICK,3551,GAZETTED LOCALITY
VIC2262,250185917,27/4/12,,SELBY,3159,GAZETTED LOCALITY
VIC2263,,3/8/18,,SELWYN,,GAZETTED LOCALITY
VIC2264,250185918,2/5/17,,SEPARATION CREEK,3234,GAZETTED LOCALITY
VIC2265,250185919,27/4/12,,SERPENTINE,3517,GAZETTED LOCALITY
VIC2266,250185920,27/4/12,,SERVICETON,3420,GAZETTED LOCALITY
VIC2267,250185921,31/10/13,,SEVILLE,3139,GAZETTED LOCALITY
VIC2268,250185922,31/10/13,,SEVILLE EAST,3139,GAZETTED LOCALITY
VIC2269,250185923,27/4/12,,SEYMOUR,3660,GAZETTED LOCALITY
VIC2270,250185924,27/4/12,,SHADY CREEK,3821,GAZETTED LOCALITY
VIC2271,250179094,27/4/12,,SHANNONVALE,3898,GAZETTED LOCALITY
VIC2272,250185925,27/4/12,,SHAYS FLAT,3377,GAZETTED LOCALITY
VIC2273,250185926,9/8/17,,SHE OAKS,3331,GAZETTED LOCALITY
VIC2274,250179097,27/4/12,,SHEANS CREEK,3666,GAZETTED LOCALITY
VIC2275,250179098,27/4/12,,SHEEP HILLS,3392,GAZETTED LOCALITY
VIC2276,250185927,27/4/12,,SHELBOURNE,3515,GAZETTED LOCALITY
VIC2277,250185928,27/4/12,,SHELFORD,3329,GAZETTED LOCALITY
VIC2278,250179101,31/10/13,,SHELLEY,3701,GAZETTED LOCALITY
VIC2279,250185929,12/5/18,,SHEPHERDS FLAT,3461,GAZETTED LOCALITY
VIC2280,250185930,9/8/17,,SHEPPARTON,3630,GAZETTED LOCALITY
VIC2281,250185931,27/4/12,,SHEPPARTON EAST,3631,GAZETTED LOCALITY
VIC2282,250185932,27/4/12,,SHEPPARTON NORTH,3631,GAZETTED LOCALITY
VIC2283,250185933,27/4/12,,SHERBROOKE,3789,GAZETTED LOCALITY
VIC2284,250185934,5/5/16,,SHOREHAM,3916,GAZETTED LOCALITY
VIC2285,250185935,27/4/12,,SIDONIA,3444,GAZETTED LOCALITY
VIC2286,250185936,27/4/12,,SILVAN,3795,GAZETTED LOCALITY
VIC2287,250185937,27/4/12,,SILVERLEAVES,3922,GAZETTED LOCALITY
VIC2288,250185939,1/11/17,,SIMPSON,3266,GAZETTED LOCALITY
VIC2289,250179113,27/4/12,,SIMPSONS CREEK,3888,GAZETTED LOCALITY
VIC2290,250185940,27/4/12,,SIMSON,3465,GAZETTED LOCALITY
VIC2291,250185941,27/4/12,,SKENES CREEK,3233,GAZETTED LOCALITY
VIC2292,250185942,27/4/12,,SKENES CREEK NORTH,3233,GAZETTED LOCALITY
VIC2293,250185943,2/2/17,,SKIBO,3260,GAZETTED LOCALITY
VIC2294,250185944,27/4/12,,SKINNERS FLAT,3518,GAZETTED LOCALITY
VIC2295,250185945,27/4/12,,SKIPTON,3361,GAZETTED LOCALITY
VIC2296,250185946,27/4/12,,SKYE,3977,GAZETTED LOCALITY
VIC2297,250179120,27/4/12,,SLATY CREEK,3477,GAZETTED LOCALITY
VIC2298,250185947,27/4/12,,SMEATON,3364,GAZETTED LOCALITY
VIC2299,250185948,27/4/12,,SMITHS BEACH,3922,GAZETTED LOCALITY
VIC2300,250185949,27/4/12,,SMITHS GULLY,3760,GAZETTED LOCALITY
250185950,250185950,3/2/12,,SMOKEY TOWN,,UNOFFICIAL SUBURB
VIC2301,250191000,27/4/12,,SMOKEYTOWN,3364,GAZETTED LOCALITY
VIC2302,250179125,27/4/12,,SMOKO,3741,GAZETTED LOCALITY
VIC2303,250185951,9/8/17,,SMYTHES CREEK,3351,GAZETTED LOCALITY
VIC2304,250185952,9/8/17,,SMYTHESDALE,3351,GAZETTED LOCALITY
VIC2305,,3/8/18,,SNAKE ISLAND,,GAZETTED LOCALITY
VIC2306,250185953,27/4/12,,SNAKE VALLEY,3351,GAZETTED LOCALITY
VIC2307,250185954,27/4/12,,SOLDIERS HILL,3350,GAZETTED LOCALITY
VIC2308,250185955,9/8/17,,SOMERS,3927,GAZETTED LOCALITY
VIC2309,250185956,27/4/12,,SOMERTON,3062,GAZETTED LOCALITY
VIC2310,250185957,27/4/12,,SOMERVILLE,3912,GAZETTED LOCALITY
VIC2311,250185958,27/4/12,,SORRENTO,3943,GAZETTED LOCALITY
VIC2312,250185959,27/4/12,,SOUTH DUDLEY,3995,GAZETTED LOCALITY
VIC2313,250185960,29/10/12,,SOUTH GEELONG,3220,GAZETTED LOCALITY
VIC2314,250185961,27/4/12,,SOUTH KINGSVILLE,3015,GAZETTED LOCALITY
VIC2315,250185962,27/4/12,,SOUTH MELBOURNE,3205,GAZETTED LOCALITY
VIC2316,250185963,9/8/17,,SOUTH MORANG,3752,GAZETTED LOCALITY
VIC2317,250185964,27/4/12,,SOUTH PURRUMBETE,3260,GAZETTED LOCALITY
VIC2953,250191015,2/2/17,,SOUTH WHARF,3006,GAZETTED LOCALITY
VIC2318,250185965,2/5/17,,SOUTH YARRA,3141,GAZETTED LOCALITY
VIC2319,250185966,27/4/12,,SOUTHBANK,3006,GAZETTED LOCALITY
VIC2320,250185967,27/4/12,,SOUTHERN CROSS,3283,GAZETTED LOCALITY
VIC2321,250185968,27/4/12,,SPARGO CREEK,3461,GAZETTED LOCALITY
VIC2322,250185969,27/4/12,,SPEED,3488,GAZETTED LOCALITY
VIC2323,250190821,29/10/12,,SPEEWA,3585,GAZETTED LOCALITY
VIC2324,250185970,31/10/13,,SPOTSWOOD,3015,GAZETTED LOCALITY
VIC2325,250185971,9/8/17,,SPRING GULLY,3550,GAZETTED LOCALITY
VIC2326,250185972,27/4/12,,SPRING HILL,3444,GAZETTED LOCALITY
VIC2327,250185973,8/8/16,,SPRINGBANK,3352,GAZETTED LOCALITY
VIC2328,250185974,27/4/12,,SPRINGDALLAH,3351,GAZETTED LOCALITY
250190838,250190838,3/2/12,,SPRINGFIELD,3764,UNOFFICIAL SUBURB
VIC2969,250188098,27/4/12,,SPRINGFIELD,3434,GAZETTED LOCALITY
VIC2970,250190837,23/1/13,,SPRINGFIELD,3544,GAZETTED LOCALITY
VIC2331,250185975,27/4/12,,SPRINGHURST,3682,GAZETTED LOCALITY
VIC2332,250185976,1/11/17,,SPRINGMOUNT,3364,GAZETTED LOCALITY
VIC2333,250185977,2/5/17,,SPRINGVALE,3171,GAZETTED LOCALITY
VIC2334,250185978,27/4/12,,SPRINGVALE SOUTH,3172,GAZETTED LOCALITY
VIC2335,250185979,27/4/12,,ST ALBANS,3021,GAZETTED LOCALITY
VIC2336,250185980,27/4/12,,ST ALBANS PARK,3219,GAZETTED LOCALITY
VIC2337,250185981,2/2/17,,ST ANDREWS,3761,GAZETTED LOCALITY
VIC2338,250185982,9/11/15,,ST ANDREWS BEACH,3941,GAZETTED LOCALITY
VIC2339,250185983,27/4/12,,ST ARNAUD,3478,GAZETTED LOCALITY
VIC2340,250179158,27/4/12,,ST ARNAUD EAST,3477,GAZETTED LOCALITY
VIC2341,250179159,27/4/12,,ST ARNAUD NORTH,3477,GAZETTED LOCALITY
VIC2342,250185984,1/11/17,,ST CLAIR,3995,GAZETTED LOCALITY
VIC2343,250185985,27/4/12,,ST GERMAINS,3620,GAZETTED LOCALITY
VIC2996,250191055,9/11/15,,ST HELENA,3088,GAZETTED LOCALITY
VIC2344,250185986,27/4/12,,ST HELENS,3285,GAZETTED LOCALITY
VIC2345,250179163,1/11/17,,ST HELENS PLAINS,3401,GAZETTED LOCALITY
VIC2995,250191056,27/4/12,,ST JAMES,3727,GAZETTED LOCALITY
VIC2346,250185987,3/2/18,,ST KILDA,3182,GAZETTED LOCALITY
VIC2347,250185988,27/4/12,,ST KILDA EAST,3183,GAZETTED LOCALITY
VIC2348,250185989,3/2/18,,ST KILDA WEST,3182,GAZETTED LOCALITY
VIC2349,250185990,27/4/12,,ST LEONARDS,3223,GAZETTED LOCALITY
VIC2350,250185991,27/4/12,,STACEYS BRIDGE,3971,GAZETTED LOCALITY
VIC2351,250185992,27/4/12,,STAFFORDSHIRE REEF,3351,GAZETTED LOCALITY
VIC2352,250185993,27/4/12,,STAGHORN FLAT,3691,GAZETTED LOCALITY
VIC2353,250185994,3/8/18,,STANHOPE,3623,GAZETTED LOCALITY
VIC2354,250185995,27/4/12,,STANHOPE SOUTH,3623,GAZETTED LOCALITY
VIC2355,250185996,27/4/12,,STANLEY,3747,GAZETTED LOCALITY
VIC2356,250185997,12/5/18,,STAUGHTON VALE,3340,GAZETTED LOCALITY
VIC2357,250179175,27/4/12,,STAVELY,3379,GAZETTED LOCALITY
VIC2358,250185998,27/4/12,,STAWELL,3380,GAZETTED LOCALITY
VIC2359,250185999,27/4/12,,STEELS CREEK,3775,GAZETTED LOCALITY
VIC2360,250186000,1/11/17,,STEIGLITZ,3331,GAZETTED LOCALITY
VIC2361,250186001,1/11/17,,STEWARTON,3725,GAZETTED LOCALITY
VIC2362,,3/8/18,,STIRLING,,GAZETTED LOCALITY
VIC2363,250179180,27/4/12,,STOCKDALE,3862,GAZETTED LOCALITY
VIC2364,250186002,27/4/12,,STOCKYARD HILL,3373,GAZETTED LOCALITY
VIC2365,250186003,27/4/12,,STONEHAVEN,3218,GAZETTED LOCALITY
VIC2366,250186004,27/4/12,,STONELEIGH,3373,GAZETTED LOCALITY
VIC2957,250186005,27/4/12,,STONY CREEK,3957,GAZETTED LOCALITY
VIC2963,250186006,2/2/17,,STONY CREEK,3371,GAZETTED LOCALITY
VIC2369,250186007,27/4/12,,STONYFORD,3260,GAZETTED LOCALITY
VIC2370,250186008,27/4/12,,STRADBROKE,3851,GAZETTED LOCALITY
VIC2371,250186009,27/4/12,,STRANGWAYS,3461,GAZETTED LOCALITY
VIC2372,250179189,27/4/12,,STRATEN,3533,GAZETTED LOCALITY
VIC2373,250186010,27/4/12,,STRATFORD,3862,GAZETTED LOCALITY
VIC2374,250186011,1/11/17,,STRATH CREEK,3658,GAZETTED LOCALITY
VIC2375,250186012,30/4/13,,STRATHALLAN,3622,GAZETTED LOCALITY
VIC2376,250186013,31/1/14,,STRATHBOGIE,3666,GAZETTED LOCALITY
VIC2377,250186014,27/4/12,,STRATHDALE,3550,GAZETTED LOCALITY
VIC2378,250179195,27/4/12,,STRATHDOWNIE,3312,GAZETTED LOCALITY
VIC2379,250186015,27/4/12,,STRATHEWEN,3099,GAZETTED LOCALITY
VIC2380,250186016,27/4/12,,STRATHFIELDSAYE,3551,GAZETTED LOCALITY
VIC2381,250186017,27/4/12,,STRATHKELLAR,3301,GAZETTED LOCALITY
VIC2382,250186018,27/4/12,,STRATHLEA,3364,GAZETTED LOCALITY
VIC2383,250186019,8/8/16,,STRATHMERTON,3641,GAZETTED LOCALITY
VIC2384,250186020,3/2/18,,STRATHMORE,3041,GAZETTED LOCALITY
VIC2385,250186021,27/4/12,,STRATHMORE HEIGHTS,3041,GAZETTED LOCALITY
VIC3018,500223542,12/5/18,,STRATHTULLOH,3338,GAZETTED LOCALITY
VIC2386,250186022,27/4/12,,STREATHAM,3351,GAZETTED LOCALITY
VIC2387,250186023,12/5/18,,STRZELECKI,3950,GAZETTED LOCALITY
VIC2388,250179205,27/4/12,,STUART MILL,3477,GAZETTED LOCALITY
VIC2389,250186024,9/8/17,,SUGARLOAF,3234,GAZETTED LOCALITY
VIC2390,250190374,27/4/12,,SUGARLOAF CREEK,3658,GAZETTED LOCALITY
VIC2391,250179207,27/4/12,,SUGGAN BUGGAN,3885,GAZETTED LOCALITY
VIC2392,250186025,27/4/12,,SULKY,3352,GAZETTED LOCALITY
VIC2393,250179209,27/4/12,,SUMMERLANDS,3922,GAZETTED LOCALITY
VIC2394,250186026,12/5/18,,SUNBURY,3429,GAZETTED LOCALITY
VIC2395,250186027,27/4/12,,SUNDAY CREEK,3658,GAZETTED LOCALITY
VIC2396,250186028,27/4/12,,SUNDERLAND BAY,3922,GAZETTED LOCALITY
VIC2397,250186029,27/4/12,,SUNSET STRIP,3922,GAZETTED LOCALITY
VIC2398,250186030,25/1/16,,SUNSHINE,3020,GAZETTED LOCALITY
VIC2399,250186031,27/4/12,,SUNSHINE NORTH,3020,GAZETTED LOCALITY
VIC2400,250186032,25/1/16,,SUNSHINE WEST,3020,GAZETTED LOCALITY
VIC2401,250186033,27/4/12,,SURF BEACH,3922,GAZETTED LOCALITY
VIC2402,250186034,27/4/12,,SURREY HILLS,3127,GAZETTED LOCALITY
VIC2403,250179219,27/4/12,,SUTHERLAND,3477,GAZETTED LOCALITY
VIC2404,250186035,31/10/13,,SUTHERLANDS CREEK,3331,GAZETTED LOCALITY
VIC2405,250179221,3/8/18,,SUTTON,3530,GAZETTED LOCALITY
VIC2406,250186036,3/2/18,,SUTTON GRANGE,3448,GAZETTED LOCALITY
VIC2407,250186037,5/8/13,,SWAN BAY,3225,GAZETTED LOCALITY
VIC2408,250186038,25/1/16,,SWAN HILL,3585,GAZETTED LOCALITY
VIC2409,250186039,27/4/12,,SWAN HILL WEST,3585,GAZETTED LOCALITY
VIC2410,250186040,5/8/13,,SWAN ISLAND,3225,GAZETTED LOCALITY
VIC2411,250186041,27/4/12,,SWAN MARSH,3249,GAZETTED LOCALITY
VIC2412,250186042,27/4/12,,SWAN REACH,3903,GAZETTED LOCALITY
VIC2413,250179229,27/4/12,,SWANPOOL,3673,GAZETTED LOCALITY
VIC2414,250179230,27/4/12,,SWANWATER,3477,GAZETTED LOCALITY
VIC2415,250179231,27/4/12,,SWANWATER WEST,3480,GAZETTED LOCALITY
VIC2416,250179232,27/4/12,,SWIFTS CREEK,3896,GAZETTED LOCALITY
VIC2417,250186043,5/5/16,,SYDENHAM,3037,GAZETTED LOCALITY
VIC2418,250190375,27/4/12,,SYLVATERRE,3575,GAZETTED LOCALITY
VIC2419,250179234,27/4/12,,TABBERABBERA,3875,GAZETTED LOCALITY
VIC2420,250179235,27/4/12,,TABILK,3607,GAZETTED LOCALITY
VIC2421,250186044,27/4/12,,TABOR,3289,GAZETTED LOCALITY
VIC2422,250186045,27/4/12,,TAGGERTY,3714,GAZETTED LOCALITY
VIC2423,250186046,25/1/16,,TAHARA,3301,GAZETTED LOCALITY
VIC2424,250179239,27/4/12,,TAHARA BRIDGE,3315,GAZETTED LOCALITY
VIC2425,250179240,8/11/16,,TAHARA WEST,3310,GAZETTED LOCALITY
VIC2426,250186047,27/4/12,,TALBOT,3371,GAZETTED LOCALITY
VIC2427,250179242,2/5/17,,TALGARNO,3691,GAZETTED LOCALITY
VIC2946,250179857,27/4/12,,TALLANDOON,3701,GAZETTED LOCALITY
VIC2428,250186048,8/8/16,,TALLANGATTA,3700,GAZETTED LOCALITY
VIC2429,250190400,2/5/17,,TALLANGATTA EAST,3700,GAZETTED LOCALITY
VIC2947,250190999,2/5/17,,TALLANGATTA SOUTH,3701,GAZETTED LOCALITY
VIC2430,250179244,27/4/12,,TALLANGATTA VALLEY,3701,GAZETTED LOCALITY
VIC2431,250186049,27/4/12,,TALLAROOK,3659,GAZETTED LOCALITY
VIC2432,250186050,27/4/12,,TALLYGAROOPNA,3634,GAZETTED LOCALITY
VIC2433,250179247,27/4/12,,TAMBO CROSSING,3893,GAZETTED LOCALITY
VIC2434,250186051,27/4/12,,TAMBO UPPER,3885,GAZETTED LOCALITY
VIC2435,250179249,27/4/12,,TAMBOON,3890,GAZETTED LOCALITY
VIC2436,,3/8/18,,TAMBORITHA,,GAZETTED LOCALITY
VIC2437,250179250,27/4/12,,TAMINICK,3675,GAZETTED LOCALITY
VIC2438,250179251,27/4/12,,TAMLEUGH,3669,GAZETTED LOCALITY
VIC2439,250186052,27/4/12,,TAMLEUGH NORTH,3669,GAZETTED LOCALITY
VIC2440,250186053,9/8/17,,TANDAROOK,3260,GAZETTED LOCALITY
VIC2441,250179254,2/5/17,,TANDARRA,3571,GAZETTED LOCALITY
VIC2442,250186054,27/4/12,,TANGAMBALANGA,3691,GAZETTED LOCALITY
VIC2443,250190727,27/4/12,,TANJIL,,GAZETTED LOCALITY
VIC2444,250179256,27/4/12,,TANJIL BREN,3833,GAZETTED LOCALITY
VIC2445,250186055,6/2/15,,TANJIL SOUTH,3825,GAZETTED LOCALITY
VIC2446,250186056,27/4/12,,TANTARABOO,3764,GAZETTED LOCALITY
VIC2447,250186057,27/4/12,,TANWOOD,3478,GAZETTED LOCALITY
VIC2448,250186058,3/2/18,,TANYBRYN,3249,GAZETTED LOCALITY
VIC2449,250186059,27/4/12,,TARADALE,3447,GAZETTED LOCALITY
VIC2450,250186061,2/2/17,,TARCOMBE,3666,GAZETTED LOCALITY
VIC2451,250186062,27/4/12,,TARILTA,3451,GAZETTED LOCALITY
VIC2452,250186063,27/4/12,,TARNAGULLA,3551,GAZETTED LOCALITY
VIC2453,250186064,12/5/18,,TARNEIT,3029,GAZETTED LOCALITY
VIC2454,250179267,27/4/12,,TARNOOK,3670,GAZETTED LOCALITY
VIC2455,250186065,27/4/12,,TAROON,3265,GAZETTED LOCALITY
VIC2456,250179860,2/5/17,,TARRA VALLEY,3971,GAZETTED LOCALITY
VIC2457,250186066,6/2/15,,TARRANYURK,3414,GAZETTED LOCALITY
VIC2458,250186067,27/4/12,,TARRAVILLE,3971,GAZETTED LOCALITY
VIC2459,250186068,27/4/12,,TARRAWARRA,3775,GAZETTED LOCALITY
VIC2460,250186069,9/8/17,,TARRAWINGEE,3678,GAZETTED LOCALITY
VIC2461,250186070,27/4/12,,TARRAYOUKYAN,3315,GAZETTED LOCALITY
VIC2462,250186071,27/4/12,,TARRENGOWER,3463,GAZETTED LOCALITY
VIC2463,250186072,25/1/16,,TARRENLEA,3315,GAZETTED LOCALITY
VIC2464,250186073,27/4/12,,TARRINGTON,3301,GAZETTED LOCALITY
VIC2465,250186074,3/2/18,,TARRONE,3283,GAZETTED LOCALITY
VIC2466,250179278,1/11/17,,TARWIN,3956,GAZETTED LOCALITY
VIC2467,250186075,30/4/13,,TARWIN LOWER,3956,GAZETTED LOCALITY
VIC2468,250179280,12/5/18,,TATONG,3673,GAZETTED LOCALITY
VIC2469,250186076,27/4/12,,TATURA,3616,GAZETTED LOCALITY
VIC2470,250186077,27/4/12,,TATURA EAST,3616,GAZETTED LOCALITY
VIC2471,250186078,27/4/12,,TATYOON,3378,GAZETTED LOCALITY
VIC2472,250186079,27/4/12,,TAWONGA,3697,GAZETTED LOCALITY
VIC2473,250186080,27/4/12,,TAWONGA SOUTH,3698,GAZETTED LOCALITY
VIC2474,250186081,9/11/15,,TAYLOR BAY,3713,GAZETTED LOCALITY
VIC2475,250186082,25/1/16,,TAYLORS HILL,3037,GAZETTED LOCALITY
VIC2476,250186083,3/8/18,,TAYLORS LAKES,3038,GAZETTED LOCALITY
VIC2477,250179289,27/4/12,,TEAL POINT,3579,GAZETTED LOCALITY
VIC2478,250186084,27/4/12,,TECOMA,3160,GAZETTED LOCALITY
VIC2479,250179291,27/4/12,,TEDDYWADDY,3527,GAZETTED LOCALITY
VIC2480,250179292,27/4/12,,TEDDYWADDY WEST,3527,GAZETTED LOCALITY
VIC2481,250186085,27/4/12,,TEESDALE,3328,GAZETTED LOCALITY
VIC2482,250179294,27/4/12,,TELANGATUK EAST,3401,GAZETTED LOCALITY
VIC2483,250179295,27/4/12,,TELFORD,3730,GAZETTED LOCALITY
VIC2484,250186086,27/4/12,,TELOPEA DOWNS,3420,GAZETTED LOCALITY
VIC2485,250186087,9/8/17,,TEMPLESTOWE,3106,GAZETTED LOCALITY
VIC2486,250186088,9/8/17,,TEMPLESTOWE LOWER,3107,GAZETTED LOCALITY
VIC2487,250186089,8/11/16,,TEMPY,3489,GAZETTED LOCALITY
VIC2488,250186090,27/4/12,,TENBY POINT,3984,GAZETTED LOCALITY
VIC2489,250186091,31/1/14,,TENNYSON,3572,GAZETTED LOCALITY
VIC2490,250186092,2/5/17,,TERANG,3264,GAZETTED LOCALITY
VIC2491,250186093,27/4/12,,TERIP TERIP,3719,GAZETTED LOCALITY
VIC2492,250179304,27/4/12,,TERRAPPEE,3525,GAZETTED LOCALITY
VIC2493,250179305,3/8/18,,TERRICK TERRICK,3575,GAZETTED LOCALITY
VIC2494,250186094,3/8/18,,TERRICK TERRICK EAST,3573,GAZETTED LOCALITY
VIC2495,250186095,9/8/17,,TESBURY,3260,GAZETTED LOCALITY
VIC2496,250186096,27/4/12,,TETOORA ROAD,3821,GAZETTED LOCALITY
VIC2497,250179309,27/4/12,,THALIA,3527,GAZETTED LOCALITY
VIC2498,250190955,27/4/12,,THALLOO,3825,GAZETTED LOCALITY
VIC2499,250186097,27/4/12,,THE BASIN,3154,GAZETTED LOCALITY
VIC2500,250186098,27/4/12,,THE COVE,3268,GAZETTED LOCALITY
VIC2501,250186099,6/2/15,,THE GURDIES,3984,GAZETTED LOCALITY
VIC2502,250179314,27/4/12,,THE HEART,3851,GAZETTED LOCALITY
VIC2503,250179315,27/4/12,,THE HONEYSUCKLES,3851,GAZETTED LOCALITY
VIC2504,250186100,27/4/12,,THE PATCH,3792,GAZETTED LOCALITY
VIC2505,250186102,27/4/12,,THE SISTERS,3265,GAZETTED LOCALITY
VIC2506,250179318,29/10/12,,THOLOGOLONG,3691,GAZETTED LOCALITY
VIC2507,250186103,27/4/12,,THOMASTOWN,3074,GAZETTED LOCALITY
VIC2985,250186104,27/4/12,,THOMSON,3219,GAZETTED LOCALITY
VIC2986,250190839,27/4/12,,THOMSON,3825,GAZETTED LOCALITY
VIC2510,250179321,27/4/12,,THOONA,3726,GAZETTED LOCALITY
VIC2511,250186105,8/8/16,,THORNBURY,3071,GAZETTED LOCALITY
VIC3019,500223536,9/8/17,,THORNHILL PARK,3335,GAZETTED LOCALITY
VIC2512,250186106,12/5/18,,THORNTON,3712,GAZETTED LOCALITY
VIC2513,250186107,27/4/12,,THORPDALE,3835,GAZETTED LOCALITY
VIC2514,250186108,27/4/12,,THORPDALE SOUTH,3824,GAZETTED LOCALITY
VIC2515,250179326,27/4/12,,THOWGLA VALLEY,3707,GAZETTED LOCALITY
VIC2516,250186109,27/4/12,,THREE BRIDGES,3797,GAZETTED LOCALITY
VIC2517,250179328,27/4/12,,TIDAL RIVER,3960,GAZETTED LOCALITY
VIC2518,,3/8/18,,TIMBARRA,,GAZETTED LOCALITY
VIC2519,250186110,1/11/17,,TIMBOON,3268,GAZETTED LOCALITY
VIC2520,250186111,27/4/12,,TIMBOON WEST,3268,GAZETTED LOCALITY
VIC2521,250186112,27/4/12,,TIMMERING,3561,GAZETTED LOCALITY
VIC2522,250186113,27/4/12,,TIMOR,3465,GAZETTED LOCALITY
VIC2523,250186114,27/4/12,,TIMOR WEST,3465,GAZETTED LOCALITY
VIC2524,250179334,3/2/18,,TINAMBA,3859,GAZETTED LOCALITY
VIC2525,250179335,9/8/17,,TINAMBA WEST,3859,GAZETTED LOCALITY
VIC2526,250179336,27/4/12,,TINTALDRA,3708,GAZETTED LOCALITY
VIC2952,250191012,3/8/18,,TITTYBONG,3542,GAZETTED LOCALITY
VIC2528,250186115,29/10/12,,TOL TOL,3549,GAZETTED LOCALITY
VIC2529,250186116,31/10/13,,TOLMIE,3723,GAZETTED LOCALITY
VIC2530,500226088,6/2/21,,TOM GROGGIN,,GAZETTED LOCALITY
VIC2531,250186117,1/11/17,,TONGALA,3621,GAZETTED LOCALITY
VIC2532,250179341,27/4/12,,TONGHI CREEK,3890,GAZETTED LOCALITY
VIC2533,250186118,27/4/12,,TONGIO,3896,GAZETTED LOCALITY
VIC2534,250186119,27/4/12,,TONIMBUK,3815,GAZETTED LOCALITY
VIC2535,250179344,27/4/12,,TOOAN,3409,GAZETTED LOCALITY
VIC2536,250186120,30/4/13,,TOOBORAC,3522,GAZETTED LOCALITY
VIC2537,250186121,27/4/12,,TOOLAMBA,3614,GAZETTED LOCALITY
VIC2538,250186122,27/4/12,,TOOLAMBA WEST,3614,GAZETTED LOCALITY
VIC2539,250186123,9/11/15,,TOOLANGI,3777,GAZETTED LOCALITY
VIC2540,250186124,3/8/18,,TOOLERN VALE,3337,GAZETTED LOCALITY
VIC2541,250186125,27/4/12,,TOOLLEEN,3551,GAZETTED LOCALITY
VIC2542,,3/8/18,,TOOLOME,,GAZETTED LOCALITY
